,name,link,class
1730,СНК «Государство. Право. Личность.» СГЭУ,https://vk.com/public188049669?trackcode=20b240f2nqbwPqUcgL5Q5Z6ZHbD2sDRKjZ2Pd9R00gwpXSObgP4,4
1731,Право Просвещения,https://vk.com/pravoprosv?trackcode=37cac3d3t-F7fB3pNM7z7LUiL2TZ8qbDVXkbJReRtNh1nsNghLU,4
1732,Право,https://vk.com/club193188421?trackcode=0857dde4Hr_zU4ZSxqqI6eVROLIWPIhkK-Ouy758xecWPBCQjaY,4
1733,Право роста,https://vk.com/pravo_rosta?trackcode=1f043f0ftybx8ARUv3mwQQ2yXRU1uDcVwgBzt0N6Jio5XpYx8LU,4
1734,Спортивное право СПбГУ,https://vk.com/sportlawspbu?trackcode=95ab123crmVywv08KlKWvQr-Mo6Uo3Cbb7X8NSrrpvOGkMT4EQw,4
1735,"""Право на жизнь"" Бугульма",https://vk.com/club150816290?trackcode=fdac648a8DNO4FJH9zVEd0SSKiYR74yo271MOD3zZS9NLFhkFDY,4
1736,Банкротство «Ваше право» Иркутск,https://vk.com/pravo_irk?trackcode=123cbfe1-HaPhST4zqYPSvRPkQv-yrz6i27B3wAiQLg2FC9egvs,4
1737,Православие и Право,https://vk.com/prav_i_prav?trackcode=b21ca51fGOIPRo3lrYHHysjVxlPT5aL6zgjGuL3j7J5MMa23Ve8,4
1738,Ваше Право,https://vk.com/publicvashepravo?trackcode=25322656VyXWp3GE2xxvi1KUy0ZmvTjb2LQHPlD73nwyYRCiU8Q,4
1739,Имею право,https://vk.com/imet.pravo?trackcode=429bb164Ms6uN5-7W2ndGAJsl15h1BufB_u7r6FSPrql6jxPSQQ,4
1740,Журнал «Уголовное право»,https://vk.com/criminalmagru?trackcode=67658521mHu-7OFUJ2JW29JOhNPZ_RE_h4zUro64wrzn1XdjYSQ,4
1741,Право на руль,https://vk.com/pravonarul?trackcode=bc1cc754T08_gVCa_b2W2TDww9YAIv0-sQ2YN-e5ojI3OAMF5Gk,4
1742,Право Китая,https://vk.com/pravochina?trackcode=0e236bc118DW7Nsvpu3wfcbESGu2sAVVrZ-Rssbjn1qHV8rga3w,4
1743,Глобальное право,https://vk.com/globalpravo?trackcode=498aa7fejUdM6dMBsUWrSV_IiWeMhf1LB96_lABaVPxt3iR8UHw,4
1744,Иное Право,https://vk.com/club48969359?trackcode=e4ec604dOkEdWAPQIhB6P7f-HRZvrwv1KlFbmu-a6Vwp8Xtcl48,4
1745,Имеешь право!,https://vk.com/imeesh_prava?trackcode=aea5e2efu9hg9bg7ifZbeYUzZ7mY5mijnnt_w1LyTT-yMyAzGwI,4
1746,42 - я имею право!,https://vk.com/dront42?trackcode=c49111c06ymsa0hUJ5C3go8hp0kXhKQy9b5hZLbDYy1PvfVYJVQ,4
1747,Право на жизнь Томск,https://vk.com/public186028257?trackcode=1744250ezH5ZKLusyoKocZLmz_RKMYVWKba7bMvyeiXAWWq6CRI,4
1748,Муниципальное право,https://vk.com/club218553726?trackcode=5e017b97grPu4lLs16mKIwWCVxFzAkdxNXxtj3jeCzEeWUy_IBk,4
1749,Копное Право (СамоУправление),https://vk.com/kopnoepravo?trackcode=b5c4aff5yIH670-jcd0jGBSAN6NWSCBTpKa5ernwmpBEEvGuLqk,4
1750,Недвижимость.Налоги.Право,https://vk.com/liliyanedvizhka63ru?trackcode=79a102ee4X8y7m0Q0ks9bZn00HxzeUa_8fpuUNJTBc8WbwayexU,4
1751,Право Жить,https://vk.com/public213907267?trackcode=9a0818aedyUbG08ZbJjVX4awrerbRPPifui-r5YAeg8zKAJ29Hw,4
1752,Международное право | Электронный учебник,https://vk.com/mezhdunarodnoepravo?trackcode=0c7b7b29bmeNdQfn79alVKiaZ6AGMwr4ZxvhbTUVbVFfLKSvfG8,4
1753,Твоё право,https://vk.com/tvoe_pravo63?trackcode=271d8829ER_Z7GT9xazvA6Uj1y0eGNLJ7177YKOwEp0MsjTawPE,4
1754,ПРАВО НА ЖИЗНЬ г. Кострома,https://vk.com/pravonajizn44?trackcode=64c0f089xqgd77WLZSOFiDOJGs-kHR48JeF2_z-qEv8XfEk2wME,4
1755,Право Пешехода,https://vk.com/pravo_peshehoda?trackcode=71e7f833qyxFJuZLJBfZ5ohGqB-dmSTZdbdpuOWxLkTyl5Qr7qA,4
1756,Ваше Право,https://vk.com/wahepravo?trackcode=c53b7fb0AdvDWCjVcKpNg1Vw0_z8MBQu-uaCLLusmXLNyE8S9SU,4
1757,"Право творческих индустрий, авторское право",https://vk.com/makadmy?trackcode=83958232Kkffkr-FaGYSNkcCODxoZz30SNa9mpmWqOEpJ_sdWG8,4
1758,"ВОПООРВ ""Материнское право""",https://vk.com/public170609090?trackcode=3f541af7Yo-nIcCz-HE5VgIUpaPF7O0zM2Sd7EFtnUhspIj9oyE,4
1759,АТЛАНТ-ПРАВО,https://vk.com/atlant_pravo?trackcode=ca5b0639gtbKfVt-QWvbvDmFD0O1mXoHgHuUcdXS7RMdY7iSkGk,4
1760,Диплом курсовая контрольная Право Юриспруденция,https://vk.com/club209358694?trackcode=32d66e933vXiuqTWb5yQ4XVPLmkhulhuxQXXRW8rXzLINy2iGwg,4
1761,Уголовно-исполнительное право,https://vk.com/uiprf?trackcode=c3d3be75UIG-_rFJQCoOec3zTGeia5JiPv7HIeEjkNNOamauyVg,4
1762,Конституционное право России,https://vk.com/club185676318?trackcode=2b273832hiEatZ9ckcfVWNmXnKLGVGXYg3MtoYGmx2gnKSbQlOM,4
1763,Креативное право,https://vk.com/creative_law?trackcode=774887cb8bVZVaOdzLE8YQXAj5uZFZ0V8IABQZNu1aOwYbibWks,4
1764,Конституционное и муниципальное право,https://vk.com/kp_i_mp_kirov?trackcode=850ec5e5ueZ1Vv1ioupVyAzCNTPx47YxTPNjCW5OrNiv0sCVQus,4
1765,Уголовное право,https://vk.com/pravo_urisprudenciya?trackcode=b39b210di7iMRFLgcof6fLc1uPcO4jg3FzZK4Ar5W8ykzRiby-A,4
1766,""" Право на жизнь""",https://vk.com/pravonazhiznsibay?trackcode=c4b63196bDtV_qtzvMCtlEOIvGPZjIPwaG_tuqYehAubA2lU9rM,4
1767,Право Респект,https://vk.com/pravorespect?trackcode=75aae1adLQYYmOPGq98WdpGq3_qqO5EfXOCByUMYMwfqXzTET3g,4
1768,Право Детей - Юридическая Консультация,https://vk.com/jurspbru?trackcode=51101e78IZWFsHah_p8DzwLzLuJ36yw7aUKXuvFjU8an0a2nY3I,4
1769,ПРАВО ОНЛАЙН,https://vk.com/pravo0nline?trackcode=b92d52abWvbF50LuEuRXoOZ_msqDx-AW4us8YtOOVY4QXDW8g_g,4
1770,"ВРОБО ""Право на жизнь""",https://vk.com/pravolive134?trackcode=1633556a-ZlaWJV5VpLPIWTHocm28jVeAaK41tijdqJ3f1p4J1o,4
1771,РАПСИ. Цифровое Право,https://vk.com/digitalrapsnews?trackcode=14a0d36b3keJMB03EAu24yV7niHrguJ1eEULbiIwsOW5dRgp2js,4
1772,Абсолютное право | Банкротство | Юристы,https://vk.com/absolut_pravo?trackcode=e95a2537OInc629jL-p-vwzMboxbQVE-RmuiKl9_NprmTHUsokU,4
1773,Право в сети.,https://vk.com/pravovseti?trackcode=297740ef1VOUPAmA5EJ6LVSWukP3zo8EjF8eqym5G1D1txZGmH4,4
1774,Ваше право,https://vk.com/vashepravo21vek?trackcode=b65ba044U7dXyurkZq5kHIJ3MegTRl65EFaoSxdTM1lzeJ9Jdxo,4
1775,Военное право,https://vk.com/militarian_law?trackcode=0603e567BT93w1oZ6LhRxTqgad3RY-9WsFaK8nT0PAnRi32X9xE,4
1776,"СРОО ЗИП ДИМ ""Право на счастье""",https://vk.com/pomogi163?trackcode=1b29aa26XVnfPb8b5ljPfwYylzdJa1ABoZnJlPP5REdQ-GPSG78,4
1777,Банкротство|Харламов Право,https://vk.com/harlamovpravo?trackcode=79c3b0ffOZcMLqx1j-8xEkuA3TmgywsPSjDC0jE99ASGZpKav4k,4
1778,Право Арктики,https://vk.com/arctic_pravo?trackcode=00ce1414dwDYyUTHlHvVHQvQbJwe5XAP2sHe5Eb4qrU9LBI-mfo,4
1779,""" Право на жизнь 03""",https://vk.com/animalcare03?trackcode=dad1fa94pIcbA2odKlZgNpEp5XYhm1Gcx8D9fc9CvKWrEWeRzDw,4
1780,Уголовное право,https://vk.com/club212320003?trackcode=5a64e03145HKreepMc83KyjJMCiNAjVqZ6p2srBFCuw4Z8j1VxY,4
1781,Помощь животным | Право Жить | Курск,https://vk.com/pravo_zhit?trackcode=65d7e877A_EqTRnPW4EP324aX9fnpz-G61T7-EuLID2aknHe_6I,4
1782,ПРАВО ЗНАТЬ,https://vk.com/nt_pravo_znat?trackcode=65eaca053L0tD9fsBFp2OODaD14pLfL2CiHeJ-22U_JBHZhCjUs,4
1783,История и Право,https://vk.com/hist_and_law?trackcode=d99de45fo-jOGfUa9anrwfrDsqXhj2YvQ4hcto2li_VBwMYfmMk,4
1784,Гражданское право,https://vk.com/iuscivilvolgograd?trackcode=2c7146bc8yuobNDrIi1JhcPvXMFlkFogL_Sw0zlczkvoFEOI128,4
1785,ВАШЕ ПРАВО,https://vk.com/vachepravo35?trackcode=a31570218deHxEhUgcbWscIPGX6z_HUtz16-MWZHWWveSu1UAaw,4
1786,"ПАРТНЕР: налоги, бизнес, право",https://vk.com/partnershubina?trackcode=e051005eIiMhwrbxL9kRb9iiAfQ86dTbZWq7CTg0i3TDoPof-uw,4
1787,Право на безопасность,https://vk.com/pravo_na_bezopasnost?trackcode=09d1c6eadNbGR7M1oY9cXvBTKp5vau5ZX2u16o1MiTjXF2khsRE,4
1788,Ваше право!,https://vk.com/public210724808?trackcode=3b597c23S0iLi4WLlKG5lY2TC6fBHUVa2VhSBld1wslZvlEV7Tc,4
1789,Административное право,https://vk.com/gosudarstvennayasluzhba?trackcode=cd80c7756INuEgt9Voc2AOouIzGXWpbADLuP0uAF4vL7kGmyQpI,4
1790,Юриспруденция (право): консультации студентов,https://vk.com/club197328650?trackcode=69132cadugGaJmv2-RYARBUCsQh6I5qi1gcPOoq_HQ5nQt4uNLw,4
1791,ВАШЕ ПРАВО,https://vk.com/vashepravo_29?trackcode=28cf073bFqejF_0DyDtF6Pc8BE3BkN2RELfvlGkoE809KfoJlIE,4
1792,ВАШЕ ПРАВО,https://vk.com/vashepravo_56?trackcode=4d05b1beqzlpMltZ0263HCecvqxl_P_BhGFF7W-NqCooORwE9kc,4
1793,административное право,https://vk.com/club160083830?trackcode=d4cba1aeHJUa1lU5UGG_vk0jbRuREQnn8FQQ2lv0TMVt8LHAC0Q,4
1794,"АНО ""Право на помощь""",https://vk.com/rightforhelp?trackcode=5a925374ARuNdI24GIGzRz_3lQQeKfrm3M-eql4TqkbjYcyyqA4,4
1795,ВАШЕ ПРАВО,https://vk.com/advokat_amirova?trackcode=fdf52957NPsRWJTCFbvSjGmvMZWIeQwyGaW7amFhn1-Bk7CLS4U,4
1796,МЦ ПРАВО,https://vk.com/mcpravo?trackcode=30b31c32JkXv5Kq1LLZ-oRziacuKddw9O0EhAGHSX3sv7zBTIVM,4
1797,ПРАВО ЖИТЬ,https://vk.com/public216563520?trackcode=424095dcqSL4ZjTjZcZ_TT7EHQ0_s9deBmNBqisRZik6Pv0B1H0,4
1798,НАУКА. ПРАВО. ОБРАЗОВАНИЕ,https://vk.com/n.p.omed?trackcode=e86fb787Cib8p1dfv0lwBZcUOhdfR-bxel9Z25NUh_jRacmgkT4,4
1799,Право на жизнь.,https://vk.com/alive58?trackcode=327f03eahXuQNuKw32P1re1D8j5t1QDyBLRRI9zaZQm6mwy9CDs,4
1800,Екатерина Мизулина,https://vk.com/ekmizulina?trackcode=2f4ec0d2aNbWhc3Nq-xs4uPzhpKtkMLQZce2UdBrPbc71eEwySY,4
1801,Национальная безопасность БГУ | ИГПНБ,https://vk.com/igpnb_bgu?trackcode=e15e5065VDLPRK2NrVzkcX7IHWR0gOfrQ1W5e94u9oYFX0ullOg,4
1802,Национальная Безопасность!,https://vk.com/nationalbez?trackcode=68f7c326ed52yXQrN27PrcsHAtEMn1GM9Godc_VnyGKHtZl0_TU,4
1803,Национальная безопасность России МГИМО МИД РФ,https://vk.com/mnizmgimo?trackcode=04b8634dHJKu8S8VJCtG6qkARudh4fSfyW1UCFKDMWpNSGY2-g8,4
1804,Национальная безопасность в России,https://vk.com/club157287062?trackcode=c9467013FS-1skMXtH9dxSv8c0dTaq1SMLaJwSKM2tA16Kcep9E,4
1805,"АНО ИАЦ ""Национальная безопасность и наука""",https://vk.com/bezopasnostandnayka?trackcode=7e1cb526-woLUlWPxX9qTyVt6XDVNQHN4upHZ6SSBQlvQfMXNbk,4
1806,4 курс _ ДО_2019_Национальная безопасность,https://vk.com/club193086479?trackcode=17d3e55diAWlAjh9zm3hqVhyJ1m2dQP-S716ZJ1MgU8j18Vj2TA,4
1807,Национальная ассоциация телохранителей России,https://vk.com/hqnastrussia?trackcode=3b815d9fq3syaIiOu5I29kSVRDqq-ulYKCJ9Ddy1-frHjpkgWds,4
1808,КУВО ГО защита населения и пожарная безопасность,https://vk.com/public217116541?trackcode=1335d6d1kDhT_jlWtQ--9jFnhlVKZb_mNzCH-sKP1Te9oG6BANs,4
1809,1 курс _ ДО_ Национальная безопасность 2022,https://vk.com/club215648564?trackcode=e04ded08F9tapDTivLuWh_OILQIld1n-CBn9OCFWS8BntkeO6xc,4
1810,Агент национальной безопасности,https://vk.com/agent_nikolaev001?trackcode=4644bfb3PgNHKiq011m4R6L71YbEwCcCxB1Itj6HclR3ezFoup8,4
1811,"""Агент национальной безопасности""",https://vk.com/club9667036?trackcode=41f7432b0b9qbTbbfu59NYWneYRzI_0AeE5rUk4yiBh9pAqn4-c,4
1812,Национальная ассоциация зимнего содержания дорог,https://vk.com/roszimdor?trackcode=3306d215-67cFq-v-Ob8jKvGzv2pky8-0SHgYj817MWE_3Z6-r8,4
1813,Правовое обеспечение национальной безопасности,https://vk.com/nazbez_urfu?trackcode=1c73482bYSs9jBHkF2u_Gnkuip7yCplgmH2tbNZPvTC9GpVNptQ,4
1814,Путешествие в страну безопасности,https://vk.com/public211219708?trackcode=2216f0820kPF-0M_xR_ZeHSoX2uDqrbQ0hyRqRgjhfBhuJZr8HQ,4
1815,2 курс_ДО_2021_Национальная безопасность,https://vk.com/club206836613?trackcode=54ebed2aqCg6wRdYblwFnQxcOzXlgOfnWQ5U0-9jzlSMnJkrtCk,4
1816,Духовные аспекты национальной безопасности,https://vk.com/duhaspekt74?trackcode=a495e6ae6VVjgtRW4HYmXptCYzNBDeqvZa4Wr06ffE4SmwWDczY,4
1817,Национальный центр - Тюменская область,https://vk.com/public211642102?trackcode=d08aa3d4o3Qt8JShADYYYh7eR11hsOZpZYsTNo71Nz40tfOzICs,4
1818,Правовое обеспечение национальной безопасности,https://vk.com/club207609753?trackcode=2911559c-e1KUMbVvk5FNFqV81HuFzP15ai25bU8i1eAD7Ob3Q4,4
1819,Совет безопасности,https://vk.com/public195048996?trackcode=d7f8e220jLRHApEAr1uz3DD1oi_-FCYqExTgJ-eH3Gi23vKOgHs,4
1820,Екатерина Мизулина,https://vk.com/ekmizulina?trackcode=2f4ec0d2aNbWhc3Nq-xs4uPzhpKtkMLQZce2UdBrPbc71eEwySY,4
1821,Национальная безопасность БГУ | ИГПНБ,https://vk.com/igpnb_bgu?trackcode=e15e5065VDLPRK2NrVzkcX7IHWR0gOfrQ1W5e94u9oYFX0ullOg,4
1822,Национальная Безопасность!,https://vk.com/nationalbez?trackcode=68f7c326ed52yXQrN27PrcsHAtEMn1GM9Godc_VnyGKHtZl0_TU,4
1823,Национальная безопасность России МГИМО МИД РФ,https://vk.com/mnizmgimo?trackcode=04b8634dHJKu8S8VJCtG6qkARudh4fSfyW1UCFKDMWpNSGY2-g8,4
1824,Национальная безопасность в России,https://vk.com/club157287062?trackcode=c9467013FS-1skMXtH9dxSv8c0dTaq1SMLaJwSKM2tA16Kcep9E,4
1825,"АНО ИАЦ ""Национальная безопасность и наука""",https://vk.com/bezopasnostandnayka?trackcode=7e1cb526-woLUlWPxX9qTyVt6XDVNQHN4upHZ6SSBQlvQfMXNbk,4
1826,4 курс _ ДО_2019_Национальная безопасность,https://vk.com/club193086479?trackcode=17d3e55diAWlAjh9zm3hqVhyJ1m2dQP-S716ZJ1MgU8j18Vj2TA,4
1827,Национальная ассоциация телохранителей России,https://vk.com/hqnastrussia?trackcode=3b815d9fq3syaIiOu5I29kSVRDqq-ulYKCJ9Ddy1-frHjpkgWds,4
1828,КУВО ГО защита населения и пожарная безопасность,https://vk.com/public217116541?trackcode=1335d6d1kDhT_jlWtQ--9jFnhlVKZb_mNzCH-sKP1Te9oG6BANs,4
1829,1 курс _ ДО_ Национальная безопасность 2022,https://vk.com/club215648564?trackcode=e04ded08F9tapDTivLuWh_OILQIld1n-CBn9OCFWS8BntkeO6xc,4
1830,Агент национальной безопасности,https://vk.com/agent_nikolaev001?trackcode=4644bfb3PgNHKiq011m4R6L71YbEwCcCxB1Itj6HclR3ezFoup8,4
1831,"""Агент национальной безопасности""",https://vk.com/club9667036?trackcode=41f7432b0b9qbTbbfu59NYWneYRzI_0AeE5rUk4yiBh9pAqn4-c,4
1832,Национальная ассоциация зимнего содержания дорог,https://vk.com/roszimdor?trackcode=3306d215-67cFq-v-Ob8jKvGzv2pky8-0SHgYj817MWE_3Z6-r8,4
1833,Правовое обеспечение национальной безопасности,https://vk.com/nazbez_urfu?trackcode=1c73482bYSs9jBHkF2u_Gnkuip7yCplgmH2tbNZPvTC9GpVNptQ,4
1834,Путешествие в страну безопасности,https://vk.com/public211219708?trackcode=2216f0820kPF-0M_xR_ZeHSoX2uDqrbQ0hyRqRgjhfBhuJZr8HQ,4
1835,2 курс_ДО_2021_Национальная безопасность,https://vk.com/club206836613?trackcode=54ebed2aqCg6wRdYblwFnQxcOzXlgOfnWQ5U0-9jzlSMnJkrtCk,4
1836,Духовные аспекты национальной безопасности,https://vk.com/duhaspekt74?trackcode=a495e6ae6VVjgtRW4HYmXptCYzNBDeqvZa4Wr06ffE4SmwWDczY,4
1837,Национальный центр - Тюменская область,https://vk.com/public211642102?trackcode=d08aa3d4o3Qt8JShADYYYh7eR11hsOZpZYsTNo71Nz40tfOzICs,4
1838,Правовое обеспечение национальной безопасности,https://vk.com/club207609753?trackcode=2911559c-e1KUMbVvk5FNFqV81HuFzP15ai25bU8i1eAD7Ob3Q4,4
1839,Совет безопасности,https://vk.com/public195048996?trackcode=d7f8e220jLRHApEAr1uz3DD1oi_-FCYqExTgJ-eH3Gi23vKOgHs,4
1840,Национальный центр помощи - Воронежская область,https://vk.com/findchild36?trackcode=f4472492yHHJCOSryoLDEQbQQooGm_27swvTbAx9E2nS3E3Qkns,4
1841,Туры по Дагестану с местным гидом | Chalda Tour,https://vk.com/chalda.tour?trackcode=297dd1943FWvtOPlZ5qHhq7vTzuuqB99xOLOVYE83_G3JGOdy50,4
1842,Национальный центр | Белгородская область,https://vk.com/club216460293?trackcode=bd21c7a5q8M5EnCuMopLPukUgp067D6H-QObm4KnRg36Ot0IB-4,4
1843,Национальный центр помощи детям Республика Коми,https://vk.com/public213123028?trackcode=9e9b42a2_IX6acBrg-GbDDGLJa9sAuTOV3ZcOjTHfCV2pdonL1c,4
1844,"Проект ""Мой мобильный наставник""",https://vk.com/mobnastavnik?trackcode=485d899bQ0WYoN-w5F2hROAM7xmqVnKYTJvrRIMZMN3ZWPJ-LGs,4
1845,Национальный форум ИБ «Инфофорум»,https://vk.com/clubinfoforum?trackcode=5b4ef5efJe7_03PN552vm6TpTqbs6BLHdUvE6NXP3J91rxx0gkc,4
1846,ES 2.0,https://vk.com/secondstagees?trackcode=e2cce337EJr4bJaDy4bTkxyYS4vtTosUkI7RnpON9GiaNPjqwsc,4
1847,Студенческое научное общество ИПиНБ ТГУ,https://vk.com/lawtsu_sno?trackcode=22ae809ebf-uaeO3FQpQUCa7JxgdmscqnVVv0UqTgkcLxbZaFys,4
1848,Национальный научный центр Фармаконадзора,https://vk.com/drugsafety?trackcode=f4cc4588agZIIP8lKOn1r7gWSRg99NIyWG9a6eMpnW1qeLp6pCA,4
1849,"Центр инфо безопасности ""Крым - родной дом""",https://vk.com/public164594495?trackcode=fe1af961MngbAN1R4P2H-o90_HmYqxIDNZvAYZWKJr9IOzVHBds,4
1850,Волонтерская Рота Боевого Братства | Севастополь,https://vk.com/sevastopolvr?trackcode=f1b80fbeKeKqiCyvs6Jf51GJgQStx0LI17pxzqHw9vI4LRslAIE,4
1851,Правовое обеспечение безопасности ТЭК,https://vk.com/pobtekgubkin?trackcode=c555ead35FBgqt4XB5NuuoAkLee7cEwu2yYokmErzauk1m2-8Tc,4
1852,НАЦИОНАЛЬНЫЕ ПРОЕКТЫ РОССИИ,https://vk.com/public199721348?trackcode=70b51ae5mE9WjF6mkgz-Cw7enGfOiQeac18JLepDDq94KjRFBCE,4
1853,"Национальный центр помощи детям Заб.край,гЧита",https://vk.com/club216119213?trackcode=e0f621aep4LUAauOlpJhqCD6ssWqbtSWu8nAKhsUUhCZyIzG0sQ,4
1854,Корпоративная защита от внутренних угроз,https://vk.com/iswsr?trackcode=a4aca77fTI8TZg_iflqXxAKzlJwTszG1MXFjwlIQZ5r46qWcN3I,4
1855,Экскурсии для школьников из Самары,https://vk.com/event217127508?trackcode=a9eaf02cXmmOUeiu73mYFBc_lUqYblIW7BOXE_PS2KwEAktUMy0,4
1856,Студенческий Добровольческий Центр ИПНБ,https://vk.com/ilns_volunteer?trackcode=dba5b36e2s-F9utPm42AQy6BmxLCB_8PVuXIZU6eSCsrOTIueKU,4
1857,Национальная безопасность РФ,https://vk.com/scrf_gov_ru?trackcode=f858bbcdcPh613wjWZaGQ7GRD9wVv0_yRDAEjiNxVk1dxpM_7kE,4
1858,Национальная Безопасность,https://vk.com/club101424448?trackcode=98cd7a2deW-2Bm4vQdYRRrbUyPGZWRSKr1icGm23QimE6LoRO6M,4
1859,ШКОЛА КУРАТОРОВ || ИПНБ 2023,https://vk.com/curatorsschool_ilns?trackcode=a6fa166bmXRQgk25ea7wXTiT7C1hUCyCb1k-n2Xfw3rQmcOPf1w,4
1860,Екатерина Мизулина,https://vk.com/ekmizulina?trackcode=2f4ec0d2aNbWhc3Nq-xs4uPzhpKtkMLQZce2UdBrPbc71eEwySY,4
1861,Национальная безопасность БГУ | ИГПНБ,https://vk.com/igpnb_bgu?trackcode=e15e5065VDLPRK2NrVzkcX7IHWR0gOfrQ1W5e94u9oYFX0ullOg,4
1862,Национальная Безопасность!,https://vk.com/nationalbez?trackcode=68f7c326ed52yXQrN27PrcsHAtEMn1GM9Godc_VnyGKHtZl0_TU,4
1863,Национальная безопасность России МГИМО МИД РФ,https://vk.com/mnizmgimo?trackcode=04b8634dHJKu8S8VJCtG6qkARudh4fSfyW1UCFKDMWpNSGY2-g8,4
1864,Национальная безопасность в России,https://vk.com/club157287062?trackcode=c9467013FS-1skMXtH9dxSv8c0dTaq1SMLaJwSKM2tA16Kcep9E,4
1865,"АНО ИАЦ ""Национальная безопасность и наука""",https://vk.com/bezopasnostandnayka?trackcode=7e1cb526-woLUlWPxX9qTyVt6XDVNQHN4upHZ6SSBQlvQfMXNbk,4
1866,4 курс _ ДО_2019_Национальная безопасность,https://vk.com/club193086479?trackcode=17d3e55diAWlAjh9zm3hqVhyJ1m2dQP-S716ZJ1MgU8j18Vj2TA,4
1867,Национальная ассоциация телохранителей России,https://vk.com/hqnastrussia?trackcode=3b815d9fq3syaIiOu5I29kSVRDqq-ulYKCJ9Ddy1-frHjpkgWds,4
1868,КУВО ГО защита населения и пожарная безопасность,https://vk.com/public217116541?trackcode=1335d6d1kDhT_jlWtQ--9jFnhlVKZb_mNzCH-sKP1Te9oG6BANs,4
1869,1 курс _ ДО_ Национальная безопасность 2022,https://vk.com/club215648564?trackcode=e04ded08F9tapDTivLuWh_OILQIld1n-CBn9OCFWS8BntkeO6xc,4
1870,Агент национальной безопасности,https://vk.com/agent_nikolaev001?trackcode=4644bfb3PgNHKiq011m4R6L71YbEwCcCxB1Itj6HclR3ezFoup8,4
1871,"""Агент национальной безопасности""",https://vk.com/club9667036?trackcode=41f7432b0b9qbTbbfu59NYWneYRzI_0AeE5rUk4yiBh9pAqn4-c,4
1872,Национальная ассоциация зимнего содержания дорог,https://vk.com/roszimdor?trackcode=3306d215-67cFq-v-Ob8jKvGzv2pky8-0SHgYj817MWE_3Z6-r8,4
1873,Правовое обеспечение национальной безопасности,https://vk.com/nazbez_urfu?trackcode=1c73482bYSs9jBHkF2u_Gnkuip7yCplgmH2tbNZPvTC9GpVNptQ,4
1874,Путешествие в страну безопасности,https://vk.com/public211219708?trackcode=2216f0820kPF-0M_xR_ZeHSoX2uDqrbQ0hyRqRgjhfBhuJZr8HQ,4
1875,2 курс_ДО_2021_Национальная безопасность,https://vk.com/club206836613?trackcode=54ebed2aqCg6wRdYblwFnQxcOzXlgOfnWQ5U0-9jzlSMnJkrtCk,4
1876,Духовные аспекты национальной безопасности,https://vk.com/duhaspekt74?trackcode=a495e6ae6VVjgtRW4HYmXptCYzNBDeqvZa4Wr06ffE4SmwWDczY,4
1877,Национальный центр - Тюменская область,https://vk.com/public211642102?trackcode=d08aa3d4o3Qt8JShADYYYh7eR11hsOZpZYsTNo71Nz40tfOzICs,4
1878,Правовое обеспечение национальной безопасности,https://vk.com/club207609753?trackcode=2911559c-e1KUMbVvk5FNFqV81HuFzP15ai25bU8i1eAD7Ob3Q4,4
1879,Совет безопасности,https://vk.com/public195048996?trackcode=d7f8e220jLRHApEAr1uz3DD1oi_-FCYqExTgJ-eH3Gi23vKOgHs,4
1880,Национальный центр помощи - Воронежская область,https://vk.com/findchild36?trackcode=f4472492yHHJCOSryoLDEQbQQooGm_27swvTbAx9E2nS3E3Qkns,4
1881,Туры по Дагестану с местным гидом | Chalda Tour,https://vk.com/chalda.tour?trackcode=297dd1943FWvtOPlZ5qHhq7vTzuuqB99xOLOVYE83_G3JGOdy50,4
1882,Национальный центр | Белгородская область,https://vk.com/club216460293?trackcode=bd21c7a5q8M5EnCuMopLPukUgp067D6H-QObm4KnRg36Ot0IB-4,4
1883,Национальный центр помощи детям Республика Коми,https://vk.com/public213123028?trackcode=9e9b42a2_IX6acBrg-GbDDGLJa9sAuTOV3ZcOjTHfCV2pdonL1c,4
1884,"Проект ""Мой мобильный наставник""",https://vk.com/mobnastavnik?trackcode=485d899bQ0WYoN-w5F2hROAM7xmqVnKYTJvrRIMZMN3ZWPJ-LGs,4
1885,Национальный форум ИБ «Инфофорум»,https://vk.com/clubinfoforum?trackcode=5b4ef5efJe7_03PN552vm6TpTqbs6BLHdUvE6NXP3J91rxx0gkc,4
1886,ES 2.0,https://vk.com/secondstagees?trackcode=e2cce337EJr4bJaDy4bTkxyYS4vtTosUkI7RnpON9GiaNPjqwsc,4
1887,Студенческое научное общество ИПиНБ ТГУ,https://vk.com/lawtsu_sno?trackcode=22ae809ebf-uaeO3FQpQUCa7JxgdmscqnVVv0UqTgkcLxbZaFys,4
1888,Национальный научный центр Фармаконадзора,https://vk.com/drugsafety?trackcode=f4cc4588agZIIP8lKOn1r7gWSRg99NIyWG9a6eMpnW1qeLp6pCA,4
1889,"Центр инфо безопасности ""Крым - родной дом""",https://vk.com/public164594495?trackcode=fe1af961MngbAN1R4P2H-o90_HmYqxIDNZvAYZWKJr9IOzVHBds,4
1890,Волонтерская Рота Боевого Братства | Севастополь,https://vk.com/sevastopolvr?trackcode=f1b80fbeKeKqiCyvs6Jf51GJgQStx0LI17pxzqHw9vI4LRslAIE,4
